,Unnamed: 0,Batter_Name,bowler.type,Runs,BallsFaced,StrikeRate
1124,1125,Shivam Singh,Right arm pace,1,2,50.0
1125,1126,Shubman Gill,Left arm wrist spin,20,11,181.82
1126,1127,Shubman Gill,Left arm pace,384,287,133.8
1127,1128,Shubman Gill,Leg spin,329,224,146.88
1128,1129,Shubman Gill,Off spin,188,124,151.61
1129,1130,Shubman Gill,Right arm pace,1010,719,140.47
1130,1131,Shubman Gill,Slow left arm orthodox,346,259,133.59
1131,1132,Sikandar Raza,Left arm wrist spin,11,9,122.22
1132,1133,Sikandar Raza,Left arm pace,18,13,138.46
1133,1134,Sikandar Raza,Leg spin,31,21,147.62
1134,1135,Sikandar Raza,Off spin,20,18,111.11
1135,1136,Sikandar Raza,Right arm pace,74,62,119.35
1136,1137,Sikandar Raza,Slow left arm orthodox,28,13,215.38
1137,1138,Simarjeet Singh,Left arm pace,3,3,100.0
1138,1139,Simarjeet Singh,Right arm pace,2,2,100.0
1139,1140,Simarjeet Singh,Slow left arm orthodox,2,3,66.67
1140,1141,Sumit Kumar,Left arm wrist spin,8,6,133.33
1141,1142,Sumit Kumar,Left arm pace,0,3,0.0
1142,1143,Sumit Kumar,Leg spin,2,8,25.0
1143,1144,Sumit Kumar,Off spin,6,3,200.0
1144,1145,Sumit Kumar,Right arm pace,2,4,50.0
1145,1146,Swapnil Singh,Left arm wrist spin,9,9,100.0
1146,1147,Swapnil Singh,Left arm pace,11,5,220.0
1147,1148,Swapnil Singh,Leg spin,7,3,233.33
1148,1149,Swapnil Singh,Right arm pace,12,8,150.0
1149,1150,Tom Kohler-Cadmore,Left arm pace,20,15,133.33
1150,1151,Tom Kohler-Cadmore,Leg spin,0,1,0.0
1151,1152,Tom Kohler-Cadmore,Right arm pace,27,36,75.0
1152,1153,Tom Kohler-Cadmore,Slow left arm orthodox,1,2,50.0
1153,1154,Tabraiz Shamsi,Right arm pace,2,4,50.0
1154,1155,Tristan Stubbs,Left arm pace,67,30,223.33
1155,1156,Tristan Stubbs,Leg spin,73,47,155.32
1156,1157,Tristan Stubbs,Off spin,46,26,176.92
1157,1158,Tristan Stubbs,Right arm pace,184,112,164.29
1158,1159,Tristan Stubbs,Slow left arm orthodox,35,18,194.44
1159,1160,Trent Boult,Left arm wrist spin,13,7,185.71
1160,1161,Trent Boult,Left arm pace,14,10,140.0
1161,1162,Trent Boult,Leg spin,4,9,44.44
1162,1163,Trent Boult,Off spin,0,1,0.0
1163,1164,Trent Boult,Right arm pace,32,33,96.97
1164,1165,Trent Boult,Slow left arm orthodox,8,4,200.0
1165,1166,Tim Southee,Left arm pace,0,3,0.0
1166,1167,Tim Southee,Leg spin,1,2,50.0
1167,1168,Tim Southee,Right arm pace,4,11,36.36
1168,1169,Tim Southee,Slow left arm orthodox,0,1,0.0
1169,1170,Tim David,Left arm wrist spin,2,4,50.0
1170,1171,Tim David,Left arm pace,206,94,219.15
1171,1172,Tim David,Leg spin,53,45,117.78
1172,1173,Tim David,Off spin,25,23,108.7
1173,1174,Tim David,Right arm pace,361,208,173.56
1174,1175,Tim David,Slow left arm orthodox,12,13,92.31
1175,1176,Tom Curran,Left arm pace,10,9,111.11
1176,1177,Tom Curran,Leg spin,4,3,133.33
1177,1178,Tom Curran,Right arm pace,7,5,140.0
1178,1179,Tim Seifert,Left arm pace,10,4,250.0
1179,1180,Tim Seifert,Leg spin,0,3,0.0
1180,1181,Tim Seifert,Right arm pace,16,16,100.0
1181,1182,Travis Head,Left arm wrist spin,4,7,57.14
1182,1183,Travis Head,Left arm pace,103,52,198.08
1183,1184,Travis Head,Leg spin,52,27,192.59
1184,1185,Travis Head,Off spin,91,54,168.52
1185,1186,Travis Head,Right arm pace,287,139,206.47
1186,1187,Travis Head,Slow left arm orthodox,6,6,100.0
1188,1189,Tymal Mills,Right arm pace,0,3,0.0
1189,1190,Tushar Deshpande,Right arm pace,0,2,0.0
1190,1191,Tanush Kotian,Left arm pace,12,13,92.31
1191,1192,Tanush Kotian,Leg spin,1,7,14.29
1192,1193,Tanush Kotian,Right arm pace,11,11,100.0
1193,1194,Tilak Varma,Left arm wrist spin,44,21,209.52
1194,1195,Tilak Varma,Left arm pace,155,109,142.2
1195,1196,Tilak Varma,Leg spin,224,144,155.56
1196,1197,Tilak Varma,Off spin,126,104,121.15
1197,1198,Tilak Varma,Right arm pace,497,339,146.61
1198,1199,Tilak Varma,Slow left arm orthodox,110,76,144.74
1199,1200,Umesh Yadav,Left arm wrist spin,1,2,50.0
1200,1201,Umesh Yadav,Left arm pace,24,17,141.18
1201,1202,Umesh Yadav,Leg spin,6,7,85.71
1202,1203,Umesh Yadav,Off spin,0,1,0.0
1203,1204,Umesh Yadav,Right arm pace,54,45,120.0
1204,1205,Umesh Yadav,Slow left arm orthodox,1,1,100.0
1205,1206,Umran Malik,Left arm pace,12,5,240.0
1206,1207,Umran Malik,Leg spin,0,2,0.0
1207,1208,Umran Malik,Right arm pace,11,9,122.22
1208,1209,Virat Kohli,Left arm wrist spin,79,55,143.64
1209,1210,Virat Kohli,Left arm pace,481,331,145.32
1210,1211,Virat Kohli,Leg spin,294,238,123.53
1211,1212,Virat Kohli,Off spin,102,95,107.37
1212,1213,Virat Kohli,Right arm pace,856,573,149.39
1213,1214,Virat Kohli,Slow left arm orthodox,282,262,107.63
1215,1216,Vijay Shankar,Left arm wrist spin,8,8,100.0
1216,1217,Vijay Shankar,Left arm pace,64,43,148.84
1217,1218,Vijay Shankar,Leg spin,82,57,143.86
1218,1219,Vijay Shankar,Off spin,20,11,181.82
1219,1220,Vijay Shankar,Right arm pace,231,182,126.92
1220,1221,Vijay Shankar,Slow left arm orthodox,56,46,121.74
1221,1222,Vijayakanth Viyaskanth,Left arm pace,1,1,100.0
1222,1223,Vijayakanth Viyaskanth,Leg spin,2,2,100.0
1223,1224,Vijayakanth Viyaskanth,Right arm pace,4,2,200.0
1224,1225,Vaibhav Arora,Left arm pace,4,5,80.0
1225,1226,Vaibhav Arora,Off spin,1,1,100.0
1226,1227,Vaibhav Arora,Right arm pace,4,10,40.0
1227,1228,Venkatesh Iyer,Left arm wrist spin,12,16,75.0
1228,1229,Venkatesh Iyer,Left arm pace,297,209,142.11
1229,1230,Venkatesh Iyer,Leg spin,178,132,134.85
1230,1231,Venkatesh Iyer,Off spin,122,102,119.61
1231,1232,Venkatesh Iyer,Right arm pace,589,426,138.26
1232,1233,Venkatesh Iyer,Slow left arm orthodox,114,78,146.15
1234,1235,Vijaykumar Vyshak,Left arm pace,0,1,0.0
1235,1236,Vijaykumar Vyshak,Leg spin,2,2,100.0
1236,1237,Vijaykumar Vyshak,Right arm pace,12,10,120.0
1237,1238,Virat Singh,Leg spin,4,6,66.67
1238,1239,Virat Singh,Off spin,3,7,42.86
1239,1240,Virat Singh,Right arm pace,8,11,72.73
1240,1241,Virat Singh,Slow left arm orthodox,0,2,0.0
1241,1242,Vishnu Vinod,Left arm wrist spin,8,8,100.0
1242,1243,Vishnu Vinod,Left arm pace,5,5,100.0
1243,1244,Vishnu Vinod,Right arm pace,24,18,133.33
1244,1245,Vivrant Sharma,Left arm pace,13,11,118.18
1245,1246,Vivrant Sharma,Leg spin,23,13,176.92
1246,1247,Vivrant Sharma,Right arm pace,24,17,141.18
1247,1248,Vivrant Sharma,Slow left arm orthodox,9,6,150.0
1248,1249,Wayne Parnell,Right arm pace,2,5,40.0
1249,1250,Will Jacks,Left arm wrist spin,31,19,163.16
1250,1251,Will Jacks,Left arm pace,49,23,213.04
1251,1252,Will Jacks,Leg spin,56,28,200.0
1252,1253,Will Jacks,Off spin,8,10,80.0
1253,1254,Will Jacks,Right arm pace,68,32,212.5
1254,1255,Will Jacks,Slow left arm orthodox,17,16,106.25
1256,1257,Wriddhiman Saha,Left arm wrist spin,2,4,50.0
1257,1258,Wriddhiman Saha,Left arm pace,259,176,147.16
1258,1259,Wriddhiman Saha,Leg spin,74,78,94.87
1259,1260,Wriddhiman Saha,Off spin,56,55,101.82
1260,1261,Wriddhiman Saha,Right arm pace,446,383,116.45
1261,1262,Wriddhiman Saha,Slow left arm orthodox,118,106,111.32
1262,1263,Washington Sundar,Left arm wrist spin,3,3,100.0
1263,1264,Washington Sundar,Left arm pace,39,36,108.33
1264,1265,Washington Sundar,Leg spin,19,32,59.38
1265,1266,Washington Sundar,Off spin,3,4,75.0
1266,1267,Washington Sundar,Right arm pace,122,93,131.18
1267,1268,Washington Sundar,Slow left arm orthodox,6,12,50.0
1268,1269,Yashasvi Jaiswal,Left arm wrist spin,11,6,183.33
1269,1270,Yashasvi Jaiswal,Left arm pace,356,227,156.83
1270,1271,Yashasvi Jaiswal,Leg spin,189,128,147.66
1271,1272,Yashasvi Jaiswal,Off spin,151,91,165.93
1272,1273,Yashasvi Jaiswal,Right arm pace,760,505,150.5
1273,1274,Yashasvi Jaiswal,Slow left arm orthodox,100,70,142.86
1274,1275,Yuzvendra Chahal,Left arm pace,6,7,85.71
1275,1276,Yuzvendra Chahal,Leg spin,0,5,0.0
1276,1277,Yuzvendra Chahal,Right arm pace,9,23,39.13
1277,1278,Yash Dhull,Left arm pace,1,2,50.0
1278,1279,Yash Dhull,Leg spin,1,2,50.0
1279,1280,Yash Dhull,Off spin,4,7,57.14
1280,1281,Yash Dhull,Right arm pace,1,5,20.0
1281,1282,Yash Dhull,Slow left arm orthodox,9,7,128.57
1282,1283,Yash Dayal,Right arm pace,0,1,0.0
1283,1284,Yudhvir Singh,Left arm wrist spin,1,2,50.0
1284,1285,Yudhvir Singh,Left arm pace,0,2,0.0
1285,1286,Yudhvir Singh,Leg spin,6,5,120.0
1286,1287,Yudhvir Singh,Right arm pace,15,7,214.29
